product_id,date,quantity_sold
P003,2023-04-19,63
P003,2023-04-20,53
P003,2023-04-21,78
P003,2023-04-22,66
P003,2023-04-23,79
P003,2023-04-24,69
P003,2023-04-25,84
P003,2023-04-26,77
P003,2023-04-27,63
P003,2023-04-28,61
P003,2023-04-29,70
P003,2023-04-30,69
P003,2023-05-01,64
P003,2023-05-02,82
P003,2023-05-03,80
P003,2023-05-04,68
P003,2023-05-05,78
P003,2023-05-06,61
P003,2023-05-07,72
P003,2023-05-08,66
P003,2023-05-09,63
P003,2023-05-10,57
P003,2023-05-11,72
P003,2023-05-12,56
P003,2023-05-13,73
P003,2023-05-14,66
P003,2023-05-15,98
P003,2023-05-16,75
P003,2023-05-17,70
P003,2023-05-18,70
P003,2023-05-19,53
P003,2023-05-20,49
P003,2023-05-21,63
P003,2023-05-22,68
P003,2023-05-23,76
P003,2023-05-24,62
P003,2023-05-25,107
P003,2023-05-26,59
P003,2023-05-27,63
P003,2023-05-28,66
P003,2023-05-29,66
P003,2023-05-30,57
P003,2023-05-31,72
P003,2023-06-01,68
P003,2023-06-02,71
P003,2023-06-03,49
P003,2023-06-04,68
P003,2023-06-05,47
P003,2023-06-06,65
P003,2023-06-07,70
P003,2023-06-08,73
P003,2023-06-09,64
P003,2023-06-10,61
P003,2023-06-11,55
P003,2023-06-12,49
P003,2023-06-13,67
P003,2023-06-14,33
P003,2023-06-15,42
P003,2023-06-16,67
P003,2023-06-17,56
P003,2023-06-18,48
P003,2023-06-19,60
P003,2023-06-20,60
P003,2023-06-21,55
P003,2023-06-22,62
P003,2023-06-23,68
P003,2023-06-24,58
P003,2023-06-25,59
P003,2023-06-26,61
P003,2023-06-27,69
P003,2023-06-28,72
P003,2023-06-29,86
P003,2023-06-30,40
P003,2023-07-01,63
P003,2023-07-02,75
P003,2023-07-03,78
P003,2023-07-04,79
P003,2023-07-05,80
P003,2023-07-06,82
P003,2023-07-07,67
P003,2023-07-08,81
P003,2023-07-09,55
P003,2023-07-10,65
P003,2023-07-11,64
P003,2023-07-12,61
P003,2023-07-13,56
P003,2023-07-14,77
P003,2023-07-15,66
P003,2023-07-16,66
P003,2023-07-17,56
P003,2023-07-18,71
P003,2023-07-19,77
P003,2023-07-20,70
P003,2023-07-21,57
P003,2023-07-22,78
P003,2023-07-23,39
P003,2023-07-24,73
P003,2023-07-25,53
P003,2023-07-26,80
P003,2023-07-27,86
P003,2023-07-28,60
P003,2023-07-29,63
P003,2023-07-30,72
P003,2023-07-31,58
P003,2023-08-01,51
P003,2023-08-02,81
P003,2023-08-03,62
P003,2023-08-04,70
P003,2023-08-05,59
P003,2023-08-06,68
P003,2023-08-07,68
P003,2023-08-08,71
P003,2023-08-09,61
P003,2023-08-10,56
P003,2023-08-11,60
P003,2023-08-12,88
P003,2023-08-13,73
P003,2023-08-14,67
P003,2023-08-15,90
P003,2023-08-16,54
P003,2023-08-17,71
P003,2023-08-18,85
P003,2023-08-19,69
P003,2023-08-20,72
P003,2023-08-21,57
P003,2023-08-22,67
P003,2023-08-23,84
P003,2023-08-24,64
P003,2023-08-25,79
P003,2023-08-26,57
P003,2023-08-27,70
P003,2023-08-28,65
P003,2023-08-29,78
P003,2023-08-30,81
P003,2023-08-31,69
P003,2023-09-01,71
P003,2023-09-02,88
P003,2023-09-03,77
P003,2023-09-04,58
P003,2023-09-05,64
P003,2023-09-06,64
P003,2023-09-07,74
P003,2023-09-08,75
P003,2023-09-09,76
P003,2023-09-10,49
P003,2023-09-11,80
P003,2023-09-12,61
P003,2023-09-13,58
P003,2023-09-14,79
P003,2023-09-15,82
P003,2023-09-16,77
P003,2023-09-17,70
P003,2023-09-18,73
P003,2023-09-19,55
P003,2023-09-20,72
P003,2023-09-21,55
P003,2023-09-22,86
P003,2023-09-23,66
P003,2023-09-24,59
P003,2023-09-25,57
P003,2023-09-26,74
P003,2023-09-27,74
P003,2023-09-28,70
P003,2023-09-29,74
P003,2023-09-30,71
P003,2023-10-01,64
P003,2023-10-02,52
P003,2023-10-03,79
P003,2023-10-04,74
P003,2023-10-05,75
P003,2023-10-06,76
P003,2023-10-07,70
P003,2023-10-08,66
P003,2023-10-09,79
P003,2023-10-10,66
P003,2023-10-11,68
P003,2023-10-12,63
P003,2023-10-13,76
P003,2023-10-14,65
P003,2023-10-15,72
P003,2023-10-16,67
P003,2023-10-17,54
P003,2023-10-18,76
P003,2023-10-19,73
P003,2023-10-20,64
P003,2023-10-21,70
P003,2023-10-22,76
P003,2023-10-23,83
P003,2023-10-24,69
P003,2023-10-25,67
P003,2023-10-26,69
P003,2023-10-27,63
P003,2023-10-28,68
P003,2023-10-29,62
P003,2023-10-30,64
P003,2023-10-31,59
P003,2023-11-01,66
P003,2023-11-02,67
P003,2023-11-03,71
P003,2023-11-04,55
P003,2023-11-05,74
P003,2023-11-06,65
P003,2023-11-07,47
P003,2023-11-08,73
P003,2023-11-09,63
P003,2023-11-10,83
P003,2023-11-11,57
P003,2023-11-12,70
P003,2023-11-13,58
P003,2023-11-14,47
P003,2023-11-15,87
P003,2023-11-16,65
P003,2023-11-17,61
P003,2023-11-18,73
P003,2023-11-19,69
P003,2023-11-20,47
P003,2023-11-21,59
P003,2023-11-22,59
P003,2023-11-23,54
P003,2023-11-24,63
P003,2023-11-25,90
P003,2023-11-26,65
P003,2023-11-27,76
P003,2023-11-28,68
P003,2023-11-29,52
P003,2023-11-30,57
P003,2023-12-01,72
P003,2023-12-02,68
P003,2023-12-03,62
P003,2023-12-04,51
P003,2023-12-05,85
P003,2023-12-06,88
P003,2023-12-07,70
P003,2023-12-08,64
P003,2023-12-09,61
P003,2023-12-10,69
P003,2023-12-11,80
P003,2023-12-12,66
P003,2023-12-13,59
P003,2023-12-14,83
P003,2023-12-15,58
P003,2023-12-16,61
P003,2023-12-17,69
P003,2023-12-18,58
P003,2023-12-19,73
P003,2023-12-20,64
P003,2023-12-21,53
P003,2023-12-22,73
P003,2023-12-23,105
P003,2023-12-24,71
P003,2023-12-25,83
P003,2023-12-26,79
P003,2023-12-27,59
P003,2023-12-28,65
P003,2023-12-29,73
P003,2023-12-30,80
P003,2023-12-31,70
P003,2024-01-01,86
P003,2024-01-02,79
P003,2024-01-03,72
P003,2024-01-04,72
P003,2024-01-05,42
P003,2024-01-06,74
P003,2024-01-07,73
P003,2024-01-08,61
P003,2024-01-09,57
P003,2024-01-10,57
P003,2024-01-11,79
P003,2024-01-12,51
P003,2024-01-13,62
P003,2024-01-14,52
P003,2024-01-15,58
P003,2024-01-16,58
P003,2024-01-17,38
P003,2024-01-18,66
P003,2024-01-19,56
P003,2024-01-20,75
P003,2024-01-21,87
P003,2024-01-22,70
P003,2024-01-23,65
P003,2024-01-24,84
P003,2024-01-25,55
P003,2024-01-26,64
P003,2024-01-27,55
P003,2024-01-28,65
P003,2024-01-29,76
P003,2024-01-30,70
P003,2024-01-31,82
P003,2024-02-01,62
P003,2024-02-02,67
P003,2024-02-03,56
P003,2024-02-04,59
P003,2024-02-05,66
P003,2024-02-06,89
P003,2024-02-07,83
P003,2024-02-08,57
P003,2024-02-09,56
P003,2024-02-10,68
P003,2024-02-11,61
P003,2024-02-12,56
P003,2024-02-13,69
P003,2024-02-14,51
P003,2024-02-15,73
P003,2024-02-16,47
P003,2024-02-17,81
P003,2024-02-18,70
P003,2024-02-19,60
P003,2024-02-20,85
P003,2024-02-21,78
P003,2024-02-22,72
P003,2024-02-23,72
P003,2024-02-24,47
P003,2024-02-25,70
P003,2024-02-26,77
P003,2024-02-27,75
P003,2024-02-28,74
P003,2024-02-29,67
P003,2024-03-01,74
P003,2024-03-02,79
P003,2024-03-03,56
P003,2024-03-04,67
P003,2024-03-05,63
P003,2024-03-06,77
P003,2024-03-07,54
P003,2024-03-08,51
P003,2024-03-09,73
P003,2024-03-10,50
P003,2024-03-11,67
P003,2024-03-12,83
P003,2024-03-13,67
P003,2024-03-14,47
P003,2024-03-15,47
P003,2024-03-16,55
P003,2024-03-17,67
P003,2024-03-18,57
P003,2024-03-19,52
P003,2024-03-20,81
P003,2024-03-21,61
P003,2024-03-22,73
P003,2024-03-23,55
P003,2024-03-24,56
P003,2024-03-25,83
P003,2024-03-26,61
P003,2024-03-27,65
P003,2024-03-28,48
P003,2024-03-29,84
P003,2024-03-30,68
P003,2024-03-31,88
P003,2024-04-01,64
P003,2024-04-02,72
P003,2024-04-03,73
P003,2024-04-04,68
P003,2024-04-05,64
P003,2024-04-06,75
P003,2024-04-07,71
P003,2024-04-08,60
P003,2024-04-09,79
P003,2024-04-10,78
P003,2024-04-11,63
P003,2024-04-12,69
P003,2024-04-13,72
P003,2024-04-14,72
P003,2024-04-15,87
P003,2024-04-16,65
P003,2024-04-17,68
P003,2024-04-18,87
P003,2024-04-19,73
P003,2024-04-20,73
P003,2024-04-21,71
P003,2024-04-22,60
P003,2024-04-23,66
P003,2024-04-24,59
P003,2024-04-25,77
P003,2024-04-26,73
P003,2024-04-27,63
P003,2024-04-28,71
P003,2024-04-29,64
P003,2024-04-30,70
P003,2024-05-01,75
P003,2024-05-02,68
P003,2024-05-03,43
P003,2024-05-04,84
P003,2024-05-05,59
P003,2024-05-06,52
P003,2024-05-07,64
P003,2024-05-08,76
P003,2024-05-09,70
P003,2024-05-10,51
P003,2024-05-11,54
P003,2024-05-12,85
P003,2024-05-13,67
P003,2024-05-14,82
P003,2024-05-15,66
P003,2024-05-16,76
P003,2024-05-17,63
P003,2024-05-18,58
P003,2024-05-19,71
P003,2024-05-20,85
P003,2024-05-21,63
P003,2024-05-22,56
P003,2024-05-23,83
P003,2024-05-24,51
P003,2024-05-25,55
P003,2024-05-26,49
P003,2024-05-27,75
P003,2024-05-28,90
P003,2024-05-29,78
P003,2024-05-30,64
P003,2024-05-31,70
P003,2024-06-01,71
P003,2024-06-02,78
P003,2024-06-03,77
P003,2024-06-04,88
P003,2024-06-05,60
P003,2024-06-06,74
P003,2024-06-07,62
P003,2024-06-08,73
P003,2024-06-09,69
P003,2024-06-10,61
P003,2024-06-11,65
P003,2024-06-12,56
P003,2024-06-13,49
P003,2024-06-14,64
P003,2024-06-15,88
P003,2024-06-16,49
P003,2024-06-17,86
P003,2024-06-18,57
P003,2024-06-19,53
P003,2024-06-20,60
P003,2024-06-21,65
P003,2024-06-22,67
P003,2024-06-23,39
P003,2024-06-24,63
P003,2024-06-25,39
P003,2024-06-26,69
P003,2024-06-27,83
P003,2024-06-28,65
P003,2024-06-29,55
P003,2024-06-30,55
P003,2024-07-01,65
P003,2024-07-02,47
P003,2024-07-03,64
P003,2024-07-04,65
P003,2024-07-05,60
P003,2024-07-06,82
P003,2024-07-07,60
P003,2024-07-08,70
P003,2024-07-09,73
P003,2024-07-10,80
P003,2024-07-11,66
P003,2024-07-12,59
P003,2024-07-13,68
P003,2024-07-14,75
P003,2024-07-15,75
P003,2024-07-16,74
P003,2024-07-17,61
P003,2024-07-18,67
P003,2024-07-19,67
P003,2024-07-20,76
P003,2024-07-21,54
P003,2024-07-22,74
P003,2024-07-23,69
P003,2024-07-24,93
P003,2024-07-25,82
P003,2024-07-26,58
P003,2024-07-27,38
P003,2024-07-28,66
P003,2024-07-29,70
P003,2024-07-30,61
P003,2024-07-31,61
P003,2024-08-01,77
P003,2024-08-02,61
P003,2024-08-03,87
P003,2024-08-04,65
P003,2024-08-05,47
P003,2024-08-06,64
P003,2024-08-07,64
P003,2024-08-08,69
P003,2024-08-09,62
P003,2024-08-10,63
P003,2024-08-11,72
P003,2024-08-12,76
P003,2024-08-13,57
P003,2024-08-14,66
P003,2024-08-15,48
P003,2024-08-16,73
P003,2024-08-17,65
P003,2024-08-18,64
P003,2024-08-19,68
P003,2024-08-20,67
P003,2024-08-21,64
P003,2024-08-22,71
P003,2024-08-23,67
P003,2024-08-24,89
P003,2024-08-25,81
P003,2024-08-26,73
P003,2024-08-27,63
P003,2024-08-28,58
P003,2024-08-29,72
P003,2024-08-30,83
P003,2024-08-31,79
P003,2024-09-01,94
P003,2024-09-02,51
P003,2024-09-03,79
P003,2024-09-04,64
P003,2024-09-05,52
P003,2024-09-06,60
P003,2024-09-07,76
P003,2024-09-08,61
P003,2024-09-09,62
P003,2024-09-10,68
P003,2024-09-11,76
P003,2024-09-12,65
P003,2024-09-13,69
P003,2024-09-14,61
P003,2024-09-15,67
P003,2024-09-16,77
P003,2024-09-17,47
P003,2024-09-18,73
P003,2024-09-19,68
P003,2024-09-20,61
P003,2024-09-21,54
P003,2024-09-22,80
P003,2024-09-23,52
P003,2024-09-24,76
P003,2024-09-25,65
P003,2024-09-26,64
P003,2024-09-27,56
P003,2024-09-28,63
P003,2024-09-29,57
P003,2024-09-30,69
P003,2024-10-01,72
P003,2024-10-02,53
P003,2024-10-03,72
P003,2024-10-04,74
P003,2024-10-05,68
P003,2024-10-06,58
P003,2024-10-07,79
P003,2024-10-08,67
P003,2024-10-09,82
P003,2024-10-10,77
P003,2024-10-11,69
P003,2024-10-12,61
P003,2024-10-13,57
P003,2024-10-14,74
P003,2024-10-15,54
P003,2024-10-16,62
P003,2024-10-17,67
P003,2024-10-18,78
P003,2024-10-19,48
P003,2024-10-20,68
P003,2024-10-21,59
P003,2024-10-22,61
P003,2024-10-23,78
P003,2024-10-24,78
P003,2024-10-25,69
P003,2024-10-26,78
P003,2024-10-27,86
P003,2024-10-28,58
P003,2024-10-29,80
P003,2024-10-30,87
P003,2024-10-31,55
P003,2024-11-01,77
P003,2024-11-02,71
P003,2024-11-03,34
P003,2024-11-04,35
P003,2024-11-05,66
P003,2024-11-06,47
P003,2024-11-07,58
P003,2024-11-08,74
P003,2024-11-09,71
P003,2024-11-10,69
P003,2024-11-11,58
P003,2024-11-12,57
P003,2024-11-13,71
P003,2024-11-14,70
P003,2024-11-15,73
P003,2024-11-16,79
P003,2024-11-17,64
P003,2024-11-18,64
P003,2024-11-19,82
P003,2024-11-20,72
P003,2024-11-21,71
P003,2024-11-22,62
P003,2024-11-23,71
P003,2024-11-24,66
P003,2024-11-25,87
P003,2024-11-26,72
P003,2024-11-27,77
P003,2024-11-28,77
P003,2024-11-29,68
P003,2024-11-30,56
P003,2024-12-01,77
P003,2024-12-02,67
P003,2024-12-03,63
P003,2024-12-04,69
P003,2024-12-05,50
P003,2024-12-06,67
P003,2024-12-07,66
P003,2024-12-08,72
P003,2024-12-09,63
P003,2024-12-10,71
P003,2024-12-11,74
P003,2024-12-12,71
P003,2024-12-13,53
P003,2024-12-14,65
P003,2024-12-15,72
P003,2024-12-16,75
P003,2024-12-17,60
P003,2024-12-18,72
P003,2024-12-19,63
P003,2024-12-20,66
P003,2024-12-21,51
P003,2024-12-22,45
P003,2024-12-23,65
P003,2024-12-24,60
P003,2024-12-25,77
P003,2024-12-26,73
P003,2024-12-27,75
P003,2024-12-28,50
P003,2024-12-29,61
P003,2024-12-30,65
P003,2024-12-31,49
P004,2022-01-01,74
P004,2022-01-02,68
P004,2022-01-03,92
P004,2022-01-04,91
P004,2022-01-05,83
P004,2022-01-06,99
P004,2022-01-07,89
P004,2022-01-08,97
P004,2022-01-09,82
P004,2022-01-10,112
P004,2022-01-11,104
P004,2022-01-12,92
P004,2022-01-13,94
P004,2022-01-14,85
P004,2022-01-15,97
P004,2022-01-16,69
P004,2022-01-17,107
P004,2022-01-18,97
P004,2022-01-19,76
P004,2022-01-20,107
P004,2022-01-21,110
P004,2022-01-22,94
P004,2022-01-23,83
P004,2022-01-24,91
P004,2022-01-25,96
P004,2022-01-26,94
P004,2022-01-27,81
P004,2022-01-28,96
P004,2022-01-29,102
P004,2022-01-30,78
P004,2022-01-31,79
P004,2022-02-01,84
P004,2022-02-02,88
P004,2022-02-03,99
P004,2022-02-04,102
P004,2022-02-05,82
P004,2022-02-06,92
P004,2022-02-07,101
P004,2022-02-08,112
P004,2022-02-09,92
P004,2022-02-10,93
P004,2022-02-11,94
P004,2022-02-12,87
P004,2022-02-13,92
P004,2022-02-14,71
P004,2022-02-15,85
P004,2022-02-16,96
P004,2022-02-17,82
P004,2022-02-18,103
P004,2022-02-19,74
P004,2022-02-20,99
P004,2022-02-21,99
P004,2022-02-22,124
P004,2022-02-23,87
P004,2022-02-24,91
P004,2022-02-25,106
P004,2022-02-26,104
P004,2022-02-27,101
P004,2022-02-28,94
P004,2022-03-01,106
P004,2022-03-02,117
P004,2022-03-03,96
P004,2022-03-04,91
P004,2022-03-05,98
P004,2022-03-06,92
P004,2022-03-07,88
P004,2022-03-08,104
P004,2022-03-09,86
P004,2022-03-10,96
P004,2022-03-11,75
P004,2022-03-12,108
P004,2022-03-13,83
P004,2022-03-14,70
P004,2022-03-15,111
P004,2022-03-16,106
P004,2022-03-17,94
P004,2022-03-18,90
P004,2022-03-19,87
P004,2022-03-20,93
P004,2022-03-21,90
P004,2022-03-22,89
P004,2022-03-23,82
P004,2022-03-24,73
P004,2022-03-25,91
P004,2022-03-26,93
P004,2022-03-27,83
P004,2022-03-28,85
P004,2022-03-29,93
P004,2022-03-30,82
P004,2022-03-31,101
P004,2022-04-01,96
P004,2022-04-02,83
P004,2022-04-03,95
P004,2022-04-04,82
P004,2022-04-05,99
P004,2022-04-06,82
P004,2022-04-07,89
P004,2022-04-08,93
P004,2022-04-09,106
P004,2022-04-10,83
P004,2022-04-11,82
P004,2022-04-12,76
P004,2022-04-13,109
P004,2022-04-14,91
P004,2022-04-15,101
P004,2022-04-16,85
P004,2022-04-17,86
P004,2022-04-18,90
P004,2022-04-19,90
P004,2022-04-20,97
P004,2022-04-21,91
P004,2022-04-22,87
P004,2022-04-23,109
P004,2022-04-24,77
P004,2022-04-25,79
P004,2022-04-26,82
P004,2022-04-27,98
P004,2022-04-28,97
P004,2022-04-29,89
P004,2022-04-30,81
P004,2022-05-01,92
P004,2022-05-02,99
P004,2022-05-03,106
P004,2022-05-04,84
P004,2022-05-05,89
P004,2022-05-06,97
P004,2022-05-07,87
P004,2022-05-08,77
P004,2022-05-09,89
P004,2022-05-10,78
P004,2022-05-11,100
P004,2022-05-12,87
P004,2022-05-13,90
P004,2022-05-14,83
P004,2022-05-15,90
P004,2022-05-16,110
P004,2022-05-17,101
P004,2022-05-18,80
P004,2022-05-19,63
P004,2022-05-20,89
P004,2022-05-21,86
P004,2022-05-22,87
P004,2022-05-23,85
P004,2022-05-24,74
P004,2022-05-25,113
P004,2022-05-26,109
P004,2022-05-27,85
P004,2022-05-28,92
P004,2022-05-29,100
P004,2022-05-30,92
P004,2022-05-31,86
P004,2022-06-01,77
P004,2022-06-02,91
P004,2022-06-03,79
P004,2022-06-04,102
P004,2022-06-05,90
P004,2022-06-06,96
P004,2022-06-07,87
P004,2022-06-08,103
P004,2022-06-09,84
P004,2022-06-10,93
P004,2022-06-11,87
P004,2022-06-12,88
P004,2022-06-13,105
P004,2022-06-14,83
P004,2022-06-15,94
P004,2022-06-16,104
P004,2022-06-17,104
P004,2022-06-18,84
P004,2022-06-19,95
P004,2022-06-20,74
P004,2022-06-21,101
P004,2022-06-22,117
P004,2022-06-23,94
P004,2022-06-24,104
P004,2022-06-25,77
P004,2022-06-26,80
P004,2022-06-27,87
P004,2022-06-28,89
P004,2022-06-29,95
P004,2022-06-30,84
P004,2022-07-01,92
P004,2022-07-02,100
P004,2022-07-03,98
P004,2022-07-04,87
P004,2022-07-05,98
P004,2022-07-06,86
P004,2022-07-07,92
P004,2022-07-08,100
P004,2022-07-09,89
P004,2022-07-10,78
P004,2022-07-11,91
P004,2022-07-12,100
P004,2022-07-13,101
P004,2022-07-14,80
P004,2022-07-15,97
P004,2022-07-16,88
P004,2022-07-17,105
P004,2022-07-18,79
P004,2022-07-19,97
P004,2022-07-20,87
P004,2022-07-21,85
P004,2022-07-22,105
P004,2022-07-23,102
P004,2022-07-24,71
P004,2022-07-25,100
P004,2022-07-26,90
P004,2022-07-27,91
P004,2022-07-28,78
P004,2022-07-29,97
P004,2022-07-30,114
P004,2022-07-31,85
P004,2022-08-01,103
P004,2022-08-02,90
P004,2022-08-03,86
P004,2022-08-04,76
P004,2022-08-05,104
P004,2022-08-06,92
P004,2022-08-07,86
P004,2022-08-08,86
P004,2022-08-09,97
P004,2022-08-10,86
P004,2022-08-11,81
P004,2022-08-12,89
P004,2022-08-13,89
P004,2022-08-14,89
P004,2022-08-15,86
P004,2022-08-16,103
P004,2022-08-17,118
P004,2022-08-18,80
P004,2022-08-19,70
P004,2022-08-20,88
P004,2022-08-21,71
P004,2022-08-22,76
P004,2022-08-23,85
P004,2022-08-24,97
P004,2022-08-25,88
P004,2022-08-26,67
P004,2022-08-27,88
P004,2022-08-28,89
P004,2022-08-29,89
P004,2022-08-30,101
P004,2022-08-31,104
P004,2022-09-01,91
P004,2022-09-02,111
P004,2022-09-03,76
P004,2022-09-04,85
P004,2022-09-05,89
P004,2022-09-06,90
P004,2022-09-07,76
P004,2022-09-08,71
P004,2022-09-09,90
P004,2022-09-10,75
P004,2022-09-11,84
P004,2022-09-12,92
P004,2022-09-13,78
P004,2022-09-14,94
P004,2022-09-15,78
P004,2022-09-16,87
P004,2022-09-17,96
P004,2022-09-18,90
P004,2022-09-19,95
P004,2022-09-20,95
P004,2022-09-21,90
P004,2022-09-22,94
P004,2022-09-23,84
P004,2022-09-24,95
P004,2022-09-25,88
P004,2022-09-26,104
P004,2022-09-27,92
P004,2022-09-28,85
P004,2022-09-29,96
P004,2022-09-30,104
P004,2022-10-01,86
P004,2022-10-02,84
P004,2022-10-03,64
P004,2022-10-04,92
P004,2022-10-05,87
P004,2022-10-06,96
P004,2022-10-07,96
P004,2022-10-08,77
P004,2022-10-09,100
P004,2022-10-10,83
P004,2022-10-11,86
P004,2022-10-12,68
P004,2022-10-13,94
P004,2022-10-14,80
P004,2022-10-15,84
P004,2022-10-16,79
P004,2022-10-17,105
P004,2022-10-18,87
P004,2022-10-19,78
P004,2022-10-20,78
P004,2022-10-21,103
P004,2022-10-22,82
P004,2022-10-23,86
P004,2022-10-24,91
P004,2022-10-25,87
P004,2022-10-26,72
P004,2022-10-27,97
P004,2022-10-28,87
P004,2022-10-29,93
P004,2022-10-30,97
P004,2022-10-31,70
P004,2022-11-01,98
P004,2022-11-02,115
P004,2022-11-03,97
P004,2022-11-04,104
P004,2022-11-05,100
P004,2022-11-06,97
P004,2022-11-07,105
P004,2022-11-08,102
P004,2022-11-09,103
P004,2022-11-10,78
P004,2022-11-11,101
P004,2022-11-12,88
P004,2022-11-13,110
P004,2022-11-14,95
P004,2022-11-15,78
P004,2022-11-16,105
P004,2022-11-17,79
P004,2022-11-18,87
P004,2022-11-19,107
P004,2022-11-20,92
P004,2022-11-21,87
P004,2022-11-22,90
P004,2022-11-23,87
P004,2022-11-24,99
P004,2022-11-25,85
P004,2022-11-26,90
P004,2022-11-27,96
P004,2022-11-28,95
P004,2022-11-29,84
P004,2022-11-30,99
P004,2022-12-01,85
P004,2022-12-02,80
P004,2022-12-03,64
P004,2022-12-04,89
P004,2022-12-05,75
P004,2022-12-06,82
P004,2022-12-07,90
P004,2022-12-08,102
P004,2022-12-09,86
P004,2022-12-10,76
P004,2022-12-11,89
P004,2022-12-12,102
P004,2022-12-13,87
P004,2022-12-14,104
P004,2022-12-15,90
P004,2022-12-16,98
P004,2022-12-17,93
P004,2022-12-18,103
P004,2022-12-19,112
P004,2022-12-20,83
P004,2022-12-21,92
P004,2022-12-22,102
P004,2022-12-23,94
P004,2022-12-24,73
P004,2022-12-25,88
P004,2022-12-26,93
P004,2022-12-27,106
P004,2022-12-28,92
P004,2022-12-29,82
P004,2022-12-30,93
P004,2022-12-31,105
P004,2023-01-01,84
P004,2023-01-02,85
P004,2023-01-03,84
P004,2023-01-04,78
P004,2023-01-05,91
P004,2023-01-06,90
P004,2023-01-07,73
P004,2023-01-08,82
P004,2023-01-09,93
P004,2023-01-10,97
P004,2023-01-11,100
P004,2023-01-12,98
P004,2023-01-13,90
P004,2023-01-14,69
P004,2023-01-15,88
P004,2023-01-16,67
P004,2023-01-17,92
P004,2023-01-18,84
P004,2023-01-19,60
P004,2023-01-20,94
P004,2023-01-21,105
P004,2023-01-22,75
P004,2023-01-23,97
P004,2023-01-24,87
P004,2023-01-25,83
P004,2023-01-26,83
P004,2023-01-27,87
P004,2023-01-28,87
P004,2023-01-29,90
P004,2023-01-30,82
P004,2023-01-31,84
P004,2023-02-01,96
P004,2023-02-02,81
P004,2023-02-03,93
P004,2023-02-04,87
P004,2023-02-05,85
P004,2023-02-06,109
P004,2023-02-07,78
P004,2023-02-08,106
P004,2023-02-09,99
P004,2023-02-10,84
P004,2023-02-11,99
P004,2023-02-12,50
P004,2023-02-13,83
P004,2023-02-14,81
P004,2023-02-15,96
P004,2023-02-16,98
P004,2023-02-17,96
P004,2023-02-18,92
P004,2023-02-19,105
P004,2023-02-20,98
P004,2023-02-21,84
P004,2023-02-22,85
P004,2023-02-23,98
P004,2023-02-24,90
P004,2023-02-25,91
P004,2023-02-26,92
P004,2023-02-27,73
P004,2023-02-28,84
P004,2023-03-01,98
P004,2023-03-02,83
P004,2023-03-03,88
P004,2023-03-04,95
P004,2023-03-05,100
P004,2023-03-06,102
P004,2023-03-07,102
P004,2023-03-08,89
P004,2023-03-09,88
P004,2023-03-10,73
P004,2023-03-11,105
P004,2023-03-12,88
P004,2023-03-13,105
P004,2023-03-14,93
P004,2023-03-15,101
P004,2023-03-16,90
P004,2023-03-17,96
P004,2023-03-18,101
P004,2023-03-19,86
P004,2023-03-20,108
P004,2023-03-21,80
P004,2023-03-22,108
P004,2023-03-23,92
P004,2023-03-24,84
P004,2023-03-25,99
P004,2023-03-26,94
P004,2023-03-27,73
P004,2023-03-28,87
P004,2023-03-29,80
P004,2023-03-30,77
P004,2023-03-31,81
P004,2023-04-01,98
P004,2023-04-02,99
P004,2023-04-03,83
P004,2023-04-04,71
P004,2023-04-05,67
P004,2023-04-06,111
P004,2023-04-07,93
P004,2023-04-08,99
P004,2023-04-09,89
P004,2023-04-10,69
P004,2023-04-11,95
P004,2023-04-12,107
P004,2023-04-13,84
P004,2023-04-14,68
P004,2023-04-15,79
P004,2023-04-16,99
P004,2023-04-17,94
P004,2023-04-18,109
P004,2023-04-19,91
P004,2023-04-20,97
P004,2023-04-21,86
P004,2023-04-22,74
P004,2023-04-23,97
P004,2023-04-24,99
P004,2023-04-25,84
P004,2023-04-26,106
P004,2023-04-27,106
P004,2023-04-28,81
P004,2023-04-29,81
P004,2023-04-30,82
P004,2023-05-01,89
P004,2023-05-02,87
P004,2023-05-03,77
P004,2023-05-04,82
P004,2023-05-05,69
P004,2023-05-06,61
P004,2023-05-07,76
P004,2023-05-08,110
P004,2023-05-09,109
P004,2023-05-10,98
P004,2023-05-11,85
P004,2023-05-12,68
P004,2023-05-13,90
P004,2023-05-14,95
P004,2023-05-15,83
P004,2023-05-16,94
P004,2023-05-17,79
P004,2023-05-18,85
P004,2023-05-19,88
P004,2023-05-20,109
P004,2023-05-21,78
P004,2023-05-22,115
P004,2023-05-23,95
P004,2023-05-24,116
P004,2023-05-25,81
P004,2023-05-26,79
P004,2023-05-27,83
P004,2023-05-28,91
P004,2023-05-29,107
P004,2023-05-30,84
P004,2023-05-31,99
P004,2023-06-01,110
P004,2023-06-02,93
P004,2023-06-03,101
P004,2023-06-04,82
P004,2023-06-05,95
P004,2023-06-06,97
P004,2023-06-07,77
P004,2023-06-08,82
P004,2023-06-09,87
P004,2023-06-10,74
P004,2023-06-11,80
P004,2023-06-12,89
P004,2023-06-13,76
P004,2023-06-14,118
P004,2023-06-15,101
P004,2023-06-16,126
P004,2023-06-17,78
P004,2023-06-18,95
P004,2023-06-19,83
P004,2023-06-20,79
P004,2023-06-21,100
P004,2023-06-22,91
P004,2023-06-23,87
P004,2023-06-24,93
P004,2023-06-25,82
P004,2023-06-26,82
